         1250288 function calls (1197757 primitive calls) in 2.617 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        7    0.000    0.000    0.004    0.001 ir.py:1626(dump_to_string)
      128    0.000    0.000    0.004    0.000 cgutils.py:936(gep)
        7    0.000    0.000    0.004    0.001 ir.py:1600(dump)
       77    0.001    0.000    0.004    0.000 controlflow.py:662(_find_loops)
        2    0.000    0.000    0.004    0.002 rangeobj.py:100(from_range_state)
      476    0.000    0.000    0.004    0.000 compiler_lock.py:15(release)
        7    0.001    0.000    0.004    0.001 interpreter.py:986(peep_hole_delete_with_exit)
1626/1602    0.001    0.000    0.004    0.000 {built-in method builtins.any}
       30    0.000    0.000    0.004    0.000 llvm_bindings.py:36(create_pass_manager_builder)
    15542    0.004    0.000    0.004    0.000 event.py:138(is_start)
       33    0.000    0.000    0.004    0.000 ir.py:1326(dump)
       14    0.000    0.000    0.004    0.000 callconv.py:397(set_static_user_exc)
      476    0.000    0.000    0.004    0.000 compiler_lock.py:19(__enter__)
      152    0.000    0.000    0.004    0.000 ffi.py:275(__exit__)
      388    0.001    0.000    0.004    0.000 event.py:422(trigger_event)
       81    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap>:566(module_from_spec)
       13    0.000    0.000    0.004    0.000 types.py:36(_get_ll_global_value_type)
      304    0.000    0.000    0.004    0.000 ffi.py:265(close)
       20    0.000    0.000    0.004    0.000 _itertools.py:4(unique_everseen)
     2144    0.001    0.000    0.004    0.000 base.py:372(_insert_getattr_defn)
        6    0.000    0.000    0.004    0.001 callconv.py:468(unpack_dynamic_exception)
        7    0.000    0.000    0.004    0.001 ssa.py:145(_find_defs_violators)
        2    0.000    0.000    0.004    0.002 arrayobj.py:523(setitem_array)
     2144    0.001    0.000    0.004    0.000 base.py:380(_insert_cast_defn)
     2144    0.001    0.000    0.004    0.000 base.py:384(_insert_get_constant_defn)
      108    0.000    0.000    0.003    0.000 extending.py:352(_register)
      476    0.000    0.000    0.003    0.000 compiler_lock.py:11(acquire)
      135    0.000    0.000    0.003    0.000 builder.py:875(call)
     2144    0.001    0.000    0.003    0.000 base.py:376(_insert_setattr_defn)
      238    0.000    0.000    0.003    0.000 templates.py:1188(make_overload_method_template)
       80    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1146(path_stats)
      792    0.001    0.000    0.003    0.000 errors.py:488(catch_warnings)
      464    0.000    0.000    0.003    0.000 functions.py:305(<listcomp>)
      335    0.001    0.000    0.003    0.000 builder.py:756(load)
      218    0.000    0.000    0.003    0.000 old_models.py:710(getter)
       16    0.000    0.000    0.003    0.000 typeinfer.py:1562(typeof_global)
      245    0.003    0.000    0.003    0.000 templates.py:1166(make_overload_attribute_template)
      105    0.000    0.000    0.003    0.000 cgutils.py:142(_get_ptr_by_index)
       49    0.000    0.000    0.003    0.000 base.py:1183(__init__)
       39    0.000    0.000    0.003    0.000 cgutils.py:124(_make_refs)
      185    0.001    0.000    0.003    0.000 ir.py:592(__repr__)
       81    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:493(_init_module_attrs)
      416    0.001    0.000    0.003    0.000 values.py:1104(__init__)
      336    0.001    0.000    0.003    0.000 byteflow.py:324(dispatch)
     2697    0.003    0.000    0.003    0.000 contextlib.py:104(__init__)
        3    0.000    0.000    0.003    0.001 old_tupleobj.py:157(iternext_unituple)
        2    0.000    0.000    0.003    0.002 templates.py:1108(method_impl)
       14    0.000    0.000    0.003    0.000 transforms.py:90(_populate_function_pm)
      267    0.000    0.000    0.003    0.000 old_models.py:630(get)
      160    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:437(cache_from_source)
       49    0.000    0.000    0.003    0.000 base.py:1212(__call__)
        1    0.000    0.000    0.003    0.003 nrtdynmod.py:181(create_nrt_module)
      296    0.000    0.000    0.003    0.000 ir.py:929(__str__)
    25510    0.003    0.000    0.003    0.000 {method 'append' of 'list' objects}
      110    0.000    0.000    0.003    0.000 templates.py:1297(decorator)
        8    0.000    0.000    0.003    0.000 codegen.py:1279(_check_llvm_bugs)
      128    0.000    0.000    0.003    0.000 passmanagers.py:755(finalize)
      870    0.001    0.000    0.003    0.000 functions.py:230(_unlit_non_poison)
      128    0.000    0.000    0.003    0.000 passmanagers.py:748(initialize)
8557/6842    0.002    0.000    0.003    0.000 {built-in method builtins.hash}
      110    0.000    0.000    0.003    0.000 templates.py:1275(decorate)
        3    0.000    0.000    0.003    0.001 arrayobj.py:460(_getitem_array_generic)
        7    0.000    0.000    0.003    0.000 ssa.py:175(_run_block_analysis)
      135    0.001    0.000    0.003    0.000 instructions.py:68(__init__)
       21    0.000    0.000    0.003    0.000 untyped_passes.py:162(run_pass)
       49    0.000    0.000    0.003    0.000 base.py:1200(_has_loc)
        7    0.000    0.000    0.003    0.000 lowering.py:301(setup_function)
      651    0.001    0.000    0.003    0.000 types.py:84(__call__)
      416    0.000    0.000    0.003    0.000 values.py:979(<genexpr>)
       18    0.000    0.000    0.003    0.000 typeinfer.py:703(__call__)
      324    0.000    0.000    0.003    0.000 functions.py:266(augment)
      650    0.002    0.000    0.003    0.000 instructions.py:708(descr)
     2556    0.002    0.000    0.003    0.000 values.py:564(_get_reference)
       11    0.000    0.000    0.003    0.000 arrayobj.py:98(shape)
        7    0.000    0.000    0.003    0.000 compiler.py:519(define_pipelines)
        1    0.001    0.001    0.003    0.003 npyimpl.py:1(<module>)
1112/1064    0.001    0.000    0.003    0.000 values.py:445(__init__)
        7    0.000    0.000    0.003    0.000 compiler.py:539(define_nopython_pipeline)
      182    0.000    0.000    0.003    0.000 controlflow.py:141(process)
       38    0.000    0.000    0.003    0.000 targets.py:18(get_process_triple)
       82    0.000    0.000    0.003    0.000 pythonapi.py:1307(_get_function)
       21    0.000    0.000    0.003    0.000 base.py:987(make_helper)
       21    0.000    0.000    0.003    0.000 base.py:983(_make_helper)
       15    0.000    0.000    0.003    0.000 pythonapi.py:1409(serialize_object)
        7    0.000    0.000    0.003    0.000 funcdesc.py:187(from_specialized_function)
        7    0.000    0.000    0.003    0.000 funcdesc.py:166(_from_python_function)
      288    0.000    0.000    0.003    0.000 values.py:1123(__str__)
       21    0.001    0.000    0.003    0.000 analysis.py:291(dead_branch_prune)
        7    0.000    0.000    0.003    0.000 funcdesc.py:38(__init__)
      182    0.001    0.000    0.003    0.000 controlflow.py:396(_eliminate_dead_blocks)
    13082    0.003    0.000    0.003    0.000 {method 'startswith' of 'str' objects}
        7    0.001    0.000    0.003    0.000 ir_utils.py:2350(fixup_var_define_in_scope)
       57    0.000    0.000    0.003    0.000 cgutils.py:149(__getattr__)
      128    0.000    0.000    0.003    0.000 values.py:943(<listcomp>)
        1    0.000    0.000    0.003    0.003 unicode_support.py:1(<module>)
1460/1336    0.001    0.000    0.003    0.000 misc.py:63(unliteral)
        8    0.000    0.000    0.003    0.000 codegen.py:1158(create_library)
     3060    0.002    0.000    0.003    0.000 ir.py:1293(find_insts)
        8    0.000    0.000    0.003    0.000 __init__.py:914(<genexpr>)
      365    0.000    0.000    0.003    0.000 instructions.py:463(__init__)
        8    0.000    0.000    0.003    0.000 codegen.py:643(__init__)
      134    0.000    0.000    0.002    0.000 builder.py:922(gep)
      295    0.001    0.000    0.002    0.000 typeinfer.py:1080(add_type)
        7    0.000    0.000    0.002    0.000 __init__.py:812(search)
       63    0.000    0.000    0.002    0.000 postproc.py:38(cfg)
       10    0.000    0.000    0.002    0.000 pythonapi.py:1380(serialize_uncached)
        8    0.000    0.000    0.002    0.000 passmanagers.py:643(add_loop_rotate_pass)
       30    0.000    0.000    0.002    0.000 passmanagers.py:660(add_refprune_pass)
       14    0.000    0.000    0.002    0.000 base.py:284(mangler)
       14    0.000    0.000    0.002    0.000 funcdesc.py:12(default_mangler)
       14    0.000    0.000    0.002    0.000 itanium_mangler.py:190(mangle)
       57    0.000    0.000    0.002    0.000 cgutils.py:166(__getitem__)
      922    0.001    0.000    0.002    0.000 typeconv.py:40(check_compatible)
    22089    0.002    0.000    0.002    0.000 {method 'extend' of 'list' objects}
       79    0.000    0.000    0.002    0.000 module.py:45(add_metadata)
      335    0.000    0.000    0.002    0.000 instructions.py:434(__init__)
      133    0.000    0.000    0.002    0.000 instructions.py:175(descr)
     1256    0.000    0.000    0.002    0.000 context.py:517(insert_global)
     1580    0.001    0.000    0.002    0.000 context.py:492(_insert_global)
        5    0.000    0.000    0.002    0.000 cgutils.py:694(get_item_pointer)
      181    0.000    0.000    0.002    0.000 builder.py:978(insert_value)
      160    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:392(cached)
        1    0.000    0.000    0.002    0.002 listobject.py:1(<module>)
        7    0.000    0.000    0.002    0.000 typed_passes.py:616(run_pass)
       43    0.000    0.000    0.002    0.000 instructions.py:215(set_weights)
       30    0.000    0.000    0.002    0.000 passmanagers.py:111(_dispose)
       22    0.000    0.000    0.002    0.000 codegen.py:1221(_create_empty_module)
      461    0.001    0.000    0.002    0.000 analysis.py:66(fix_point_progress)
        2    0.000    0.000    0.002    0.001 base.py:884(call_internal)
      211    0.001    0.000    0.002    0.000 contextlib.py:558(__exit__)
     1128    0.001    0.000    0.002    0.000 templates.py:1248(register)
      145    0.000    0.000    0.002    0.000 ssa.py:268(on_assign)
       30    0.000    0.000    0.002    0.000 passmanagers.py:647(add_target_library_info)
      133    0.001    0.000    0.002    0.000 instructions.py:133(_descr)
       52    0.000    0.000    0.002    0.000 callconv.py:161(_get_arg_packer)
       12    0.000    0.000    0.002    0.000 base.py:652(get_returned_value)
       80    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:567(_get_cached)
      114    0.000    0.000    0.002    0.000 builder.py:31(wrapped)
     1348    0.002    0.000    0.002    0.000 {built-in method _abc._abc_init}
        2    0.000    0.000    0.002    0.001 old_numbers.py:189(int_rem_impl)
        3    0.000    0.000    0.002    0.001 old_tupleobj.py:377(tuple_to_tuple)
    12819    0.002    0.000    0.002    0.000 {method 'add' of 'set' objects}
      205    0.000    0.000    0.002    0.000 instructions.py:205(descr)
       20    0.000    0.000    0.002    0.000 module.py:207(clone)
      134    0.001    0.000    0.002    0.000 instructions.py:551(__init__)
       52    0.000    0.000    0.002    0.000 base.py:319(get_arg_packer)
      338    0.000    0.000    0.002    0.000 interpreter.py:1522(_iter_inst)
        8    0.000    0.000    0.002    0.000 typeinfer.py:764(__call__)
        2    0.000    0.000    0.002    0.001 old_numbers.py:129(_int_divmod_impl)
      365    0.001    0.000    0.002    0.000 instructions.py:467(descr)
        1    0.000    0.000    0.002    0.002 setobj.py:1(<module>)
        7    0.000    0.000    0.002    0.000 untyped_passes.py:59(run_pass)
       20    0.000    0.000    0.002    0.000 callconv.py:804(get_function_type)
      186    0.001    0.000    0.002    0.000 interpreter.py:1839(store)
        7    0.000    0.000    0.002    0.000 interpreter.py:1018(peep_hole_fuse_dict_add_updates)
       57    0.000    0.000    0.002    0.000 ffi.py:374(__exit__)
       50    0.000    0.000    0.002    0.000 itanium_mangler.py:127(mangle_identifier)
        7    0.000    0.000    0.002    0.000 bytecode.py:395(__init__)
        6    0.000    0.000    0.002    0.000 templates.py:962(generic)
        7    0.000    0.000    0.002    0.000 config.py:588(reload_config)
     1632    0.001    0.000    0.002    0.000 target_extension.py:15(__getitem__)
       52    0.000    0.000    0.002    0.000 packer.py:73(__init__)
       91    0.000    0.000    0.002    0.000 controlflow.py:207(_back_edges)
     2585    0.001    0.000    0.002    0.000 target_extension.py:47(current_target)
        7    0.000    0.000    0.002    0.000 config.py:125(update)
      169    0.000    0.000    0.002    0.000 functools.py:818(dispatch)
        1    0.000    0.000    0.002    0.002 pythonapi.py:1440(from_native_return)
        1    0.000    0.000    0.002    0.002 pythonapi.py:1447(from_native_value)
        1    0.000    0.000    0.002    0.002 old_boxing.py:431(box_array)
     1010    0.001    0.000    0.002    0.000 controlflow.py:103(add_edge)
     1011    0.002    0.000    0.002    0.000 extending.py:62(overload)
     1434    0.001    0.000    0.002    0.000 types.py:33(__ne__)
      151    0.000    0.000    0.002    0.000 builder.py:568(_icmp)
      271    0.000    0.000    0.002    0.000 cgutils.py:158(__setattr__)
       63    0.001    0.000    0.002    0.000 analysis.py:190(compute_live_variables)
        7    0.000    0.000    0.002    0.000 _functools.py:75(wrapper)
        8    0.000    0.000    0.002    0.000 context.py:328(resolve_setitem)
        7    0.000    0.000    0.002    0.000 targetconfig.py:291(get_mangle_string)
      154    0.001    0.000    0.002    0.000 ir_utils.py:2245(enforce_no_dels)
        2    0.000    0.000    0.002    0.001 ssa.py:183(_run_block_rewrite)
     2518    0.002    0.000    0.002    0.000 builder.py:351(_insert)
      536    0.001    0.000    0.002    0.000 types.py:30(as_pointer)
        6    0.000    0.000    0.002    0.000 old_models.py:625(from_return)
       91    0.001    0.000    0.002    0.000 controlflow.py:579(_find_back_edges)
        7    0.000    0.000    0.002    0.000 bytecode.py:287(__init__)
       43    0.000    0.000    0.002    0.000 context.py:13(get_global_context)
      148    0.000    0.000    0.002    0.000 old_models.py:498(getter)
       77    0.000    0.000    0.002    0.000 typed_passes.py:757(_do_work_expr)
        7    0.000    0.000    0.002    0.000 __init__.py:821(lookup)
       14    0.001    0.000    0.002    0.000 __init__.py:350(namedtuple)
      656    0.001    0.000    0.002    0.000 functions.py:78(add_error)
        7    0.000    0.000    0.002    0.000 __init__.py:827(__init__)
       33    0.000    0.000    0.002    0.000 ir.py:101(_get_path)
  982/952    0.001    0.000    0.002    0.000 values.py:455(_get_reference)
